"Type","From","To","Anchor Text","Alt Text","Follow","Target","Rel","Path Type","Link Path","Link Position"
"Iframe","https://www.e-kislorod.ru/catalog/obluchateli-ultrafioletovye-zakrytogo-tipa/retsirkulyator-bakteritsidnyy-sibest-100/","https://www.youtube.com/embed/SIiZzJlzn7Q","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/obluchateli-ultrafioletovye-zakrytogo-tipa/obluchatel-retsirkulyator-meditsinskiy-armed-ch111-115-metallicheskiy-korpus/","https://www.youtube.com/embed/SIiZzJlzn7Q","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kvarsevie-lampi--oblu4ateli/obluchatel-bakteritsidnyy-statsionarnyy-obs-2kh30-150/","https://www.youtube.com/embed/SIiZzJlzn7Q","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/obluchateli-ultrafioletovye-zakrytogo-tipa/platforma-peredvizhnaya-dlya-dvukhlampovykh-retsirkulyatorov-armed/","https://www.youtube.com/embed/SIiZzJlzn7Q","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kvarsevie-lampi--oblu4ateli/obluchatel-bakteritsidnyy-universalnyy-obs-2kh30-150-m1/","https://www.youtube.com/embed/SIiZzJlzn7Q","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/obluchateli-ultrafioletovye-zakrytogo-tipa/obluchatel-retsirkulyator-meditsinskiy-armed-sn211-115-metallicheskiy-korpus/","https://www.youtube.com/embed/SIiZzJlzn7Q","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video'][1]/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kvarsevie-lampi--oblu4ateli/obluchatel-bakteritsidnyy-peredvizhnoy-obp-6kh30-450/","https://www.youtube.com/embed/SIiZzJlzn7Q","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/obluchateli-ultrafioletovye-zakrytogo-tipa/retsirkulyator-bakteritsidnyy-sibest-45/","https://www.youtube.com/embed/SIiZzJlzn7Q","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/fikcatori-golenoctopa/bandazh-stopoderzhatel-as-sb/","https://www.youtube.com/embed/LfqHzV8Hbho","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/bandaji-pocleoperasionnie/ab-309-meditsinskiy-bandazh-na-bryushnuyu-stenku-vysota-23-sm-orlett/","https://www.youtube.com/embed/oDQt48SMIlE","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/bandaji-pocleoperasionnie/po-25r-ekoten-bandazh-posleoperatsionnyy/","https://www.youtube.com/embed/oDQt48SMIlE","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/bandaji-pocleoperasionnie/po-30r-ekoten-bandazh-posleoperatsionnyy/","https://www.youtube.com/embed/oDQt48SMIlE","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/bandaji-pocleoperasionnie/ab-412-meditsinskiy-bandazh-na-bryushnuyu-stenku-vysota-30-sm-orlett-/","https://www.youtube.com/embed/oDQt48SMIlE","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/bandaji-pocleoperasionnie/po-20-ekoten-bandazh-posleoperatsionnyy/","https://www.youtube.com/embed/oDQt48SMIlE","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kostyli-podmyshechnye/kostyl-podmyshechnyy-tryekhopornyy-15-mr-kp/","https://www.youtube.com/embed/HzIfG9idrto","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kostyli-podmyshechnye/kostyl-podmyshechnyy-cheryryekhopornyy-16-mr-kp/","https://www.youtube.com/embed/HzIfG9idrto","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/dozatory-shpritsevye-i-nasosy-infuzionnye/dozator-shpritsevoy-dlya-vnutrivennogo-vlivaniya-armed-mp-2003/","https://www.youtube.com/embed/bhmNmUNBYfI","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video'][1]/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/termobele/t250/","https://www.youtube.com/embed/LfNdQ3XhOA8?feature=player_embedded","","","True","","","Protocol-Relative","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-text']/p[20]/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/vertikalizatori-detckie/vertikalizator-fumagalli-robin-/","https://www.youtube.com/embed/pGxe2UbhCns?list=UUCbjwUs-2hDJDOrabuxIg5A","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video'][1]/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/funktsionalno-korrigiruyushchie-korsety-stabilo/funktsionalno-korrigiruyushchiy-korset-stabilo-confortable-plus-duo/","https://www.youtube.com/embed/KAQQ-LSnkSE","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/termometry/termometr-infrakrasnyy-jxb-178/","https://www.youtube.com/embed/Vm8zAusYzsQ","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/alektronnie-maccajeri--mioctimulytori-/ippotrenazher-s-rider-sky-007/","https://www.youtube.com/embed/xoOpJSjwflE","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[3]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/bytovye-alkotestery/alkotester-dingo-pro/","https://www.youtube.com/embed/IMpUOy4whF8","","","True","","","Protocol-Relative","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-text']/p[19]/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/invalidnye-kolyaski-dlya-detey-s-dtsp/kolyaska-dlya-detey-s-dtsp-mywam-yeti/","https://www.youtube.com/embed/4wdYvBHikoY","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kislorodnyj-koncentrator-armed/kislorodnyy-kontsentrator-armed-7f-5/","https://www.youtube.com/embed/9jlRVOfheK0","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video'][1]/iframe[2]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/invalidnye-kolyaski-dlya-detey-s-dtsp/kreslo-kolyaska-dlya-detey-s-dtsp-gemini/","https://www.youtube.com/embed/V-JGdNOeILo","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/invalidnie-kolycki-paccivnogo-tipa/","https://www.youtube.com/embed/XmXiH5RlWDc?feature=oembed","","","True","","","Protocol-Relative","//body/div[@id='content']/div/div/div[@class='col-md-9 col-sm-8']/div/div[@class='bxr-section-desc']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/maski/philips-wisp-pediatric-detskaya-maska-/","https://www.youtube.com/embed/N5Cq228U3r0","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/vertikalizatori-detckie/parapodium-dinamicheskiy-pd125/","https://www.youtube.com/embed/D3q56SnEjBo","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/vertikalizatori-detckie/vertikalizator-r82-caribou/","https://www.youtube.com/embed/pTPSygBZcew","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/tonometry-avtomaticheskie/tonometr-omron-m2-classic-ac-s-adapterom/","https://www.youtube.com/embed/H6V-By878ew","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/krecla-tualeti/kreslo-tualet-ortonica-tu-2/","https://www.youtube.com/embed/-GjBklTi7hs?list=PLlmH51iKgvqqRu8D5TvQ3E9bmVdQ1acbM","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/krecla-tualeti/kreslo-tualet-10580/","https://www.youtube.com/embed/-GjBklTi7hs?list=PLlmH51iKgvqqRu8D5TvQ3E9bmVdQ1acbM","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/fikcatori-poycni4nogo-otdela-pozvono4nika/korset-grudopoyasnichno-kresttsovyy-zhestkoy-fiksatsii-prru-30/","https://www.youtube.com/embed/PSxKKCaETM4","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/fikcatori-poycni4nogo-otdela-pozvono4nika/korset-poyasnichnyy-zhestkoy-fiksatsii-prr-25/","https://www.youtube.com/embed/PSxKKCaETM4","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/konsentratori-kicloroda/kislorodnyy-kontsentrator-invacare-perfect-o2/","https://www.youtube.com/embed/SJ-weotulsI","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video'][1]/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/konsentratori-kicloroda/kislorodnyy-kontsentrator-perfect-o2-le/","https://www.youtube.com/embed/SJ-weotulsI","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/xodunki/opory-khodunki-navigator/","https://www.youtube.com/embed/WXdxYuKscw8","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/funktsionalno-korrigiruyushchie-korsety-stabilo/funktsionalno-korrigiruyushchiy-korset-stabilo-base/","https://www.youtube.com/embed/-F4JYTW0CaM","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/pricpocobleniy-dly-detei-c-dsp/tualetno-dushevoy-stul-rebotec-augsburg/","https://www.youtube.com/embed/MS9JE6wSD7k","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/invalidnye-kolyaski-dlya-detey-s-dtsp/kreslo-kolyaska-mitico-progulochnaya-/","https://www.youtube.com/embed/-QTxCgWmMfw","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kislorodnyj-koncentrator-armed/kislorodnyy-kontsentrator-armed-7f-3l/","http://www.youtube.com/embed/_CRGn_uzWZI","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-text']/p[21]/iframe[3]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/bytovye-alkotestery/indikatory-parov-alkogolya-iblow-10/","https://www.youtube.com/embed/hx4FQZQuhP4","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kreslo-kolyaski-s-elektricheskim-privodom/kolyaska-elektro-meyra-optimus-2/","https://www.youtube.com/embed/VNKmoVmKJFE","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kostyli-loktevye/kostyl-posle-infarkta-ili-insulta-loktevoy-25-mr/","https://www.youtube.com/embed/Fv_SUV6yWK0","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/podemniki-electricheskie/podemnik-elektricheskiy-rebotec-arnold-150/","https://www.youtube.com/embed/QAftRwG75J4","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-text']/p[21]/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/podemniki-electricheskie/podemnik-elektricheskiy-rebotec-arnold-150/","https://www.youtube.com/embed/QAftRwG75J4","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[2]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/podemniki-electricheskie/podemnik-elektricheskiy-rebotec-arnold-125/","https://www.youtube.com/embed/QAftRwG75J4","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-text']/p[21]/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/podemniki-electricheskie/podemnik-elektricheskiy-rebotec-arnold-125/","https://www.youtube.com/embed/QAftRwG75J4","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[2]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/opory-khodunki-dlya-detey/opory-khodunki-dlya-detey-s-dtsp-r82-mustang/","https://www.youtube.com/embed/jX4XAAM42FY","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kostyli-loktevye/kostyl-loktevoy-s-shirokim-uporom-i-myagkoy-ruchkoy-04-mr-m/","https://www.youtube.com/embed/-5Jz_9ME6rk","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/invalidnye-kolyaski-dlya-detey-s-dtsp/kolyaska-detskaya-ottobock-start-yunior/","https://www.youtube.com/embed/mXYsct6UaRM","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/termobele/250/","https://www.youtube.com/embed/LfNdQ3XhOA8?feature=player_detailpage","","","True","","","Protocol-Relative","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-text']/p[18]/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/fikcatori-golenoctopa/f-2223-fiksator-golenostopa/","https://www.youtube.com/embed/nyb6tREhRt0","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/hey/vorotnik-ortopedicheskiy-necky-color-50s20/","https://www.youtube.com/embed/R5RnYSE6gWY","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/alektronnie-maccajeri--mioctimulytori-/massazher-dlya-nog-takasima-rk-818/","https://www.youtube.com/embed/mrlbQH5upmk","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/dozimetri/indikator-radioaktivnosti-radeks-rd-1503/","https://www.youtube.com/embed/czfFPJu9KAo","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video'][1]/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/trocti/trost-s-anatomicheskoy-ruchkoy-11mr/","https://www.youtube.com/embed/mg1JRG1OJTU","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/ingalyatory-kompressornye/pari-junior-boy-sx/","https://www.youtube.com/embed/fpt4pFqWGRg","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/arxivnie-tovari/kislorodnyy-kontsentrator-lovego-lg-103-torgovaya-marka-ventum/","https://www.youtube.com/embed/7teW98QXjOg","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[1]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/opory-dlya-sidenya-detskie/reabilitatsionnoe-kreslo-ottobock-maygou/","https://www.youtube.com/embed/HQRdiqNDHdI","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[2]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/pulsoksimetry-dlya-vzroslykh/pulsoksimetr-meditsinskiy-armed-yx302-/","https://www.youtube.com/embed/7suX6G3m-MA","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video'][1]/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/vse-dlya-kislorodnogo-kokteylya/spum-smes-paketirovannaya-/","https://www.youtube.com/embed/anESwm670xw","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[2]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/kiclorodnii-kokteil/smes-oxy2-klassik-na-solodke/","https://www.youtube.com/embed/anESwm670xw","","","True","","","Absolute","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-video']/iframe[2]","Content"
"Iframe","https://www.e-kislorod.ru/catalog/oborudovanie-dly-kiclorodnogo-kokteily/2/","https://www.youtube.com/embed/anESwm670xw","","","True","","","Protocol-Relative","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-text']/p[4]/iframe","Content"
"Iframe","https://www.e-kislorod.ru/catalog/oborudovanie-dly-kiclorodnogo-kokteily/1_1/","https://www.youtube.com/embed/anESwm670xw","","","True","","","Protocol-Relative","//body/div[@id='content']/div/div/div[@class='col-lg-9 col-md-9 col-sm-12 col-xs-12']/div[@id='bxr-detail-block-wrap']/div/div[@id='' and @class='bxr-detail-tab bxr-detail-text']/p[4]/iframe","Content"
